DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,LoyalClass,LoyalSpend,LoyalTime,TargetBuy
14.0,51.0,0,0,1,7,3,0.0099999999999999,8.0,1
10.0,66.0,1,0,3,8,0,6000.0,2.0,0
10.0,60.0,5,0,0,2,2,1850.0,5.0,0
8.0,51.0,1,1,1,7,0,6000.0,1.0,0
9.0,51.0,2,2,1,5,3,0.0099999999999999,5.0,0
6.0,51.0,1,0,0,2,2,1960.0,6.0,0
10.0,51.0,0,0,3,8,2,120.0,12.0,0
5.0,51.0,1,1,2,6,3,0.0099999999999999,8.0,0
9.0,57.0,0,0,1,7,2,2000.86,4.0,0
7.0,51.0,4,0,3,3,3,0.0099999999999999,5.0,0
12.0,68.0,0,0,0,11,0,6000.0,5.0,0
8.0,48.0,4,1,2,6,2,1420.0,1.0,0
8.0,72.0,3,0,1,12,0,6000.0,5.0,0
11.0,57.0,2,0,0,11,2,3000.0,6.0,0
8.0,45.0,3,1,1,7,2,360.0,11.0,0
14.0,51.0,1,0,0,4,2,4537.2,16.0,0
8.0,46.0,2,1,3,3,2,600.0,9.0,0
10.0,31.0,5,0,3,3,3,0.0099999999999999,6.0,0
5.0,51.0,5,0,1,12,2,3000.0,9.0,0
7.0,52.0,1,0,1,5,0,8853.34,10.0,1
6.0,62.0,1,0,0,4,0,18406.36,8.0,0
6.0,66.0,3,0,4,9,2,5000.0,0.0,0
7.0,52.0,0,0,3,3,0,9053.34,4.0,0
12.0,44.0,5,0,0,4,2,1105.0,11.0,0
4.0,53.0,0,0,0,4,3,0.0099999999999999,5.0,0
7.0,65.0,0,0,3,3,0,6000.0,2.0,0
6.0,54.0,1,0,0,11,0,9500.0,6.0,0
8.0,71.0,3,1,0,11,2,1000.0,8.0,0
13.0,51.0,3,0,3,8,3,0.0099999999999999,8.0,0
10.0,58.0,4,0,1,7,2,2000.0,5.0,0
6.0,60.0,5,1,3,3,2,2000.0,6.5646704949412085,0
10.0,51.0,5,1,0,4,3,0.0099999999999999,6.0,0
9.0,57.0,0,0,3,3,3,0.0099999999999999,6.5646704949412085,0
7.0,55.0,5,0,1,7,3,0.0099999999999999,5.0,0
8.0,39.0,2,1,0,2,3,0.0099999999999999,5.0,0
8.0,49.0,4,0,4,9,3,0.0099999999999999,8.0,0
8.0,63.0,5,0,3,8,2,2400.0,8.0,0
3.0,47.0,2,0,1,12,3,0.0099999999999999,8.0,0
4.0,65.0,5,0,1,7,0,6000.0,5.0,0
2.0,48.0,3,0,0,11,2,1000.0,4.0,0
8.0,61.0,2,0,1,5,2,1000.0,5.0,0
8.0,46.0,2,0,1,7,3,0.0099999999999999,8.0,0
12.0,51.0,4,0,3,3,0,6000.0,6.0,1
10.0,51.0,3,0,0,4,3,0.0099999999999999,5.0,0
14.0,31.0,5,0,0,4,2,4000.0,6.5646704949412085,1
8.0,55.0,1,2,1,12,2,3000.0,6.0,0
11.0,51.0,4,0,1,12,2,335.0,3.0,0
9.0,38.0,2,0,3,3,0,6000.0,1.0,0
14.0,42.0,5,0,0,4,0,5170.88,4.0,0
6.0,63.0,3,0,4,9,0,6000.0,17.0,0
8.0,38.0,5,1,0,11,3,0.0099999999999999,4.0,1
4.0,49.0,5,0,3,8,0,6000.0,2.0,0
8.0,72.0,3,0,0,2,1,20232.04,3.0,0
8.0,57.0,2,0,3,3,0,6315.0,5.0,0
7.0,53.0,0,0,3,3,0,18160.04,6.0,0
9.0,47.0,5,0,0,2,3,0.0099999999999999,7.0,0
8.0,47.0,1,0,0,2,0,11078.34,5.0,0
7.0,51.0,3,0,3,8,2,2004.62,4.0,0
10.0,73.0,4,0,3,8,3,0.0099999999999999,6.0,0
9.0,71.0,2,0,0,4,2,3397.96,3.0,0
9.0,51.0,2,2,3,3,2,1000.01,8.0,0
10.0,62.0,5,0,2,1,2,3000.0,2.0,0
8.0,35.0,1,0,0,4,2,420.0,5.0,1
10.0,60.0,4,0,0,4,2,1340.0,8.0,1
6.0,44.0,2,0,1,7,3,0.0099999999999999,5.0,0
10.0,69.0,1,0,3,3,0,6100.0,9.0,0
10.0,38.0,4,0,1,7,0,6000.0,4.0,0
8.0,52.0,2,0,3,3,2,50.01,11.0,0
8.0,58.0,1,1,3,3,3,0.0099999999999999,9.0,0
8.0,51.0,2,0,3,3,3,0.0099999999999999,4.0,1
9.0,46.0,5,0,1,7,2,420.0,8.0,0
12.0,76.0,1,0,3,3,2,500.0,31.0,0
6.0,54.0,5,0,0,11,2,5000.0,4.0,0
5.0,52.0,5,0,0,11,1,60000.0,4.0,0
7.0,51.0,2,2,2,6,0,12000.0,14.0,0
7.0,30.0,1,0,3,3,3,0.0099999999999999,5.0,0
9.0,37.0,1,1,3,3,2,600.0,6.5646704949412085,1
9.0,61.0,6,0,3,3,0,6053.349999999999,7.0,0
9.0,51.0,3,0,3,8,0,18105.32,8.0,0
9.0,68.0,0,0,0,2,2,1500.0,10.0,0
3.0,51.0,1,0,1,12,2,0.0199999999999999,4.0,0
10.0,53.0,3,0,3,3,2,1000.0,9.0,0
8.0,50.0,2,0,3,3,2,3053.82,6.0,0
14.0,51.0,3,0,0,4,2,150.0,13.0,1
8.0,79.0,1,1,3,8,0,7000.0,4.0,0
10.0,46.0,2,0,0,2,3,0.0099999999999999,5.0,0
8.0,54.0,1,0,3,3,1,36427.28999999999,7.0,1
2.0,51.0,2,1,0,4,3,0.0099999999999999,12.0,0
10.0,61.0,4,0,3,8,2,200.01,10.0,0
8.0,51.0,2,2,3,3,2,5000.0,4.0,0
6.0,51.0,2,0,0,4,3,0.0099999999999999,8.0,0
9.0,71.0,0,0,2,1,2,2000.0,5.0,0
7.0,32.0,1,0,3,8,2,500.0,1.0,0
7.0,72.0,2,0,0,11,0,6600.0,15.0,0
6.0,65.0,3,0,0,4,2,500.0,9.0,0
15.0,58.0,2,0,3,8,2,4000.0,29.0,1
8.0,35.0,5,0,3,8,2,2800.0,11.0,1
6.0,51.0,4,0,1,12,3,0.0099999999999999,5.0,0
8.0,59.0,0,1,3,3,2,5000.0,1.0,0
7.0,51.0,1,1,3,3,0,7000.0,5.0,0
9.0,39.0,3,0,3,3,2,1000.0,6.0,0
7.0,41.0,3,0,3,8,3,0.0099999999999999,4.0,0
7.0,59.0,1,0,0,4,0,12000.0,19.0,0
5.0,55.0,5,0,3,8,2,60.0,10.0,0
9.0,51.0,5,0,0,11,2,300.0,9.0,1
8.0,72.0,5,0,1,7,2,2000.0,4.0,0
9.0,51.0,5,0,1,12,0,6000.0,4.0,0
11.0,51.0,5,2,2,1,2,2000.0,3.0,0
12.0,55.0,5,0,1,12,3,0.0099999999999999,6.0,1
8.0,68.0,1,0,4,9,0,10193.87,3.0,0
8.0,52.0,1,1,3,3,2,300.0,9.0,0
8.0,51.0,4,1,1,7,3,0.0099999999999999,7.0,0
12.0,55.0,5,0,4,9,2,3000.0,6.0,0
12.0,51.0,4,1,0,11,3,0.0099999999999999,5.0,0
11.0,48.0,1,0,2,0,3,0.0099999999999999,8.0,0
8.0,31.0,2,1,1,5,3,0.0099999999999999,5.0,0
8.0,39.0,4,0,0,4,2,1000.01,5.0,0
13.0,51.0,1,0,2,1,3,0.0099999999999999,5.0,1
8.0,75.0,4,0,1,7,2,2400.0,8.0,0
6.0,51.0,2,0,3,3,3,0.0099999999999999,8.0,0
7.0,45.0,3,0,1,7,3,0.0099999999999999,6.5646704949412085,0
7.0,32.0,4,0,0,4,2,3000.0,8.0,0
8.0,64.0,5,1,1,12,0,11600.0,12.0,0
17.0,55.0,0,0,3,3,3,0.0099999999999999,27.0,0
10.0,57.0,1,0,3,3,2,3000.0,6.0,0
8.0,59.0,2,0,3,3,0,6000.0,1.0,0
7.0,78.0,2,0,3,8,2,3000.0,10.0,0
5.0,45.0,3,0,3,3,2,2000.0,1.0,0
8.0,52.0,3,1,2,1,2,3000.0,1.0,0
8.0,34.0,2,0,3,8,3,0.0099999999999999,5.0,0
8.0,77.0,4,0,0,11,3,0.0099999999999999,8.0,0
8.0,53.0,5,0,3,8,2,2000.0,1.0,0
12.0,48.0,3,0,3,8,2,3000.0,3.0,0
5.0,52.0,3,0,1,7,3,0.0099999999999999,5.0,0
8.0,66.0,5,0,1,5,0,6500.0,6.0,0
11.0,51.0,4,0,0,11,0,14000.0,3.0,1
6.0,65.0,5,0,1,7,2,1000.0,5.0,1
8.0,73.0,5,1,0,2,0,12000.0,8.0,0
11.0,51.0,5,1,1,12,2,2000.0,9.0,0
10.0,51.0,3,0,4,9,2,1000.0,2.0,0
12.0,74.0,2,0,4,9,3,0.0099999999999999,6.0,0
8.0,28.0,5,1,0,4,3,0.0099999999999999,6.5646704949412085,0
10.0,51.0,4,2,0,4,2,1920.0,5.0,0
7.0,48.0,0,0,3,3,2,5000.0,1.0,0
9.0,51.0,2,0,3,8,0,9000.0,3.0,0
9.0,51.0,4,0,1,7,0,6000.0,3.0,0
8.0,55.0,3,0,0,11,3,0.0099999999999999,4.0,0
11.0,55.0,2,0,3,3,3,0.0099999999999999,7.0,0
7.0,62.0,1,0,3,3,2,500.0,9.0,0
4.0,55.0,2,0,3,8,2,420.0,4.0,0
14.0,51.0,4,0,3,8,2,3000.0,8.0,1
8.0,70.0,0,1,3,8,3,0.0099999999999999,9.0,0
10.0,51.0,2,0,3,3,3,0.0099999999999999,8.0,0
16.0,31.0,5,0,4,9,3,0.0099999999999999,6.5646704949412085,0
5.0,60.0,3,0,3,3,0,6000.0,2.0,0
8.0,25.0,5,0,1,12,2,2000.0,6.0,1
3.0,78.0,2,0,1,5,0,12000.0,2.0,0
11.0,51.0,2,0,3,3,2,5000.0,5.0,0
11.0,56.0,3,0,1,7,2,2200.0,8.0,0
9.0,51.0,4,0,3,3,3,0.0099999999999999,5.0,1
7.0,58.0,4,0,3,3,2,3000.0,5.0,0
8.0,67.0,1,1,2,1,0,6000.0,5.0,1
8.0,51.0,2,0,1,7,3,0.0099999999999999,4.0,0
6.0,51.0,4,0,0,2,3,0.0099999999999999,10.0,0
9.0,51.0,5,0,1,7,2,1000.0,6.0,1
7.0,53.0,4,0,1,12,2,4200.0,3.0,0
11.0,39.0,4,0,3,3,0,19020.0,9.0,0
4.0,40.0,1,0,3,3,0,7800.0,8.0,0
15.0,51.0,3,1,2,1,2,600.0,4.0,1
6.0,74.0,4,0,3,8,3,0.0099999999999999,5.0,0
9.0,28.0,5,1,0,4,0,6000.0,6.5646704949412085,1
8.0,28.0,3,0,3,8,2,250.0,8.0,1
10.0,52.0,1,0,2,1,0,18000.0,2.0,0
11.0,48.0,3,0,0,4,2,0.0199999999999999,4.0,0
7.0,51.0,5,0,3,8,0,20000.0,24.0,0
8.0,62.0,1,0,3,8,2,75.01,4.0,0
6.0,71.0,3,0,3,3,2,3000.01,33.0,0
12.0,47.0,3,0,3,3,2,50.0,10.0,0
8.0,60.0,1,0,3,8,2,0.0199999999999999,8.0,0
12.0,51.0,3,1,1,5,3,0.0099999999999999,8.0,0
9.0,51.0,3,0,3,3,0,19000.0,6.0,0
8.0,59.0,3,1,0,2,2,5000.0,3.0,0
6.0,51.0,0,0,3,8,2,3000.0,23.0,0
10.0,74.0,1,0,4,9,3,0.0099999999999999,8.0,0
10.0,51.0,2,0,3,8,3,0.0099999999999999,5.0,1
5.0,46.0,3,0,0,2,3,0.0099999999999999,5.0,0
9.0,51.0,5,0,0,4,0,10000.0,2.0,0
9.0,54.0,3,0,3,3,3,0.0099999999999999,5.0,0
11.0,53.0,1,0,0,4,2,15.0,8.0,0
6.0,51.0,3,1,0,2,0,6000.0,2.0,0
5.0,51.0,5,2,3,3,3,0.0099999999999999,7.0,0
5.0,51.0,1,1,3,3,1,21000.0,5.0,0
8.0,51.0,3,1,0,4,3,0.0099999999999999,8.0,0
10.0,68.0,0,0,3,3,0,12053.35,6.5646704949412085,0
11.0,50.0,5,0,0,2,3,0.0099999999999999,5.0,0
8.0,49.0,0,0,3,3,3,0.0099999999999999,4.0,0
7.0,45.0,1,0,3,3,2,100.01,9.0,0
9.0,58.0,3,0,3,3,0,10000.0,6.0,0
9.0,51.0,0,0,1,5,0,12000.0,8.0,0
8.0,51.0,1,0,0,11,3,0.0099999999999999,5.0,0
5.0,52.0,3,0,0,2,0,19183.24,3.0,0
8.0,41.0,2,0,3,3,3,0.0099999999999999,6.0,0
7.0,64.0,5,0,4,9,2,3000.0,8.0,0
14.0,58.0,2,0,3,3,2,1053.7299999999998,5.0,0
9.0,69.0,1,0,0,4,0,6053.349999999999,5.0,0
8.0,37.0,5,1,4,9,3,0.0099999999999999,5.0,1
3.0,54.0,3,0,4,9,3,0.0099999999999999,8.0,0
14.0,63.0,4,0,3,3,1,21053.82,6.5646704949412085,0
8.0,51.0,3,0,1,7,3,0.0099999999999999,5.0,1
8.0,62.0,3,1,3,8,2,4184.6900000000005,9.0,0
8.0,65.0,1,0,3,8,2,3000.0,5.0,0
7.0,51.0,0,1,0,4,0,9800.0,22.0,0
3.0,46.0,1,0,3,3,3,0.0099999999999999,7.0,0
6.0,51.0,4,2,3,3,3,0.0099999999999999,5.0,0
12.0,47.0,4,0,3,3,3,0.0099999999999999,4.0,1
8.0,68.0,2,1,1,7,0,12148.62,9.0,0
2.0,51.0,1,1,1,5,2,5000.0,1.0,0
8.0,51.0,5,2,3,3,3,0.0099999999999999,8.0,0
14.0,51.0,1,0,3,8,2,3000.0,3.0,0
7.0,51.0,3,0,2,6,0,14664.61,1.0,0
14.0,51.0,3,1,0,4,2,2000.0,1.0,0
6.0,51.0,4,1,3,3,0,15350.0,11.0,0
9.0,62.0,4,0,3,8,2,1050.0,8.0,0
6.0,53.0,3,0,0,4,2,3000.0,3.0,0
9.0,51.0,2,0,3,3,3,0.0099999999999999,6.0,1
11.0,51.0,1,0,3,3,2,1000.0,4.0,0
9.0,51.0,2,0,1,7,3,0.0099999999999999,5.0,0
13.0,70.0,5,0,1,7,2,500.0,1.0,0
7.0,60.0,3,0,0,4,3,0.0099999999999999,8.0,0
5.0,58.0,4,0,3,3,0,6000.0,1.0,0
8.0,49.0,1,2,0,11,3,0.0099999999999999,8.0,0
9.0,60.0,2,0,3,3,1,20691.49,3.0,0
3.0,51.0,5,1,3,3,2,500.0,9.0,1
11.0,51.0,4,0,0,11,2,3000.0,1.0,1
11.0,42.0,3,0,3,8,3,0.0099999999999999,5.0,0
7.0,51.0,2,0,3,3,2,840.0,8.0,0
11.0,39.0,3,0,3,8,1,30238.38,7.0,1
10.0,51.0,3,1,0,4,3,0.0099999999999999,5.0,0
4.0,51.0,5,1,2,0,2,4000.0,5.0,0
6.0,68.0,2,0,0,4,3,0.0099999999999999,5.0,0
8.0,79.0,1,0,0,11,2,380.0,36.0,0
6.0,62.0,1,0,3,3,0,13000.0,3.0,1
8.0,58.0,2,0,3,8,0,5600.01,8.0,0
8.0,47.0,2,0,1,7,3,0.0099999999999999,5.0,1
12.0,34.0,2,0,0,2,3,0.0099999999999999,4.0,1
8.0,40.0,3,0,0,4,2,480.01,5.0,1
4.0,48.0,1,0,0,4,3,0.0099999999999999,8.0,0
12.0,56.0,3,0,1,7,0,12106.7,6.5646704949412085,0
13.0,51.0,3,2,0,11,0,8500.0,2.0,1
7.0,48.0,2,0,3,3,3,0.0099999999999999,4.0,0
8.0,56.0,1,0,3,3,0,18000.0,9.0,0
7.0,64.0,3,0,0,2,2,500.0,9.0,0
6.0,54.0,3,0,1,7,0,6000.0,2.0,0
9.0,71.0,3,0,0,11,2,3000.0,9.0,0
9.0,51.0,0,0,3,3,0,6053.349999999999,7.0,0
11.0,47.0,4,0,1,7,2,303.35,9.0,0
8.0,77.0,5,0,3,8,0,6053.339999999999,4.0,0
5.0,53.0,0,0,2,1,2,600.0,5.0,0
11.0,77.0,2,0,3,3,0,19500.0,2.0,0
8.0,60.0,2,1,1,7,3,0.0099999999999999,5.0,0
14.0,51.0,2,0,0,4,0,6000.0,11.0,1
6.0,28.0,1,0,3,3,2,3.34,4.0,0
7.0,56.0,2,0,3,3,3,0.0099999999999999,6.0,0
6.0,66.0,0,0,3,8,0,10973.64,3.0,0
8.0,47.0,1,0,3,3,2,1500.0,2.0,0
8.0,36.0,3,0,1,12,2,5000.0,3.0,1
6.0,36.0,4,0,2,1,2,500.0,1.0,0
8.0,50.0,5,2,0,2,2,1000.0,5.0,0
8.0,68.0,1,1,3,8,0,6000.0,2.0,1
5.0,51.0,2,0,3,3,0,6000.0,5.0,0
9.0,63.0,3,0,3,3,0,6000.0,2.0,0
10.0,51.0,1,0,3,8,0,13075.0,4.0,1
6.0,51.0,2,0,1,7,3,0.0099999999999999,4.0,0
9.0,51.0,4,2,4,9,3,0.0099999999999999,5.0,0
9.0,51.0,5,1,3,3,1,20691.49,3.0,0
11.0,46.0,5,0,0,11,3,0.0099999999999999,7.0,0
9.0,51.0,3,1,3,8,2,3000.0,9.0,0
7.0,51.0,1,0,2,1,2,3000.0,6.0,0
8.0,45.0,3,1,1,12,3,0.0099999999999999,5.0,0
11.0,51.0,2,0,1,5,2,1000.0,5.0,0
9.0,54.0,2,0,1,7,2,4000.0,3.0,0
7.0,51.0,1,1,0,4,2,2000.0,7.0,0
7.0,33.0,5,0,0,4,2,300.0,11.0,0
8.0,51.0,5,0,0,4,0,9550.94,6.0,0
13.0,34.0,5,0,0,4,3,0.0099999999999999,5.0,0
6.0,58.0,2,0,3,3,3,0.0099999999999999,4.0,0
5.0,51.0,2,1,2,6,0,6000.0,2.0,0
6.0,38.0,4,0,0,4,3,0.0099999999999999,5.0,0
10.0,68.0,4,0,1,5,2,1600.0,8.0,1
8.0,72.0,4,1,0,4,0,10065.38,14.0,0
8.0,44.0,1,0,3,3,2,3185.0,4.0,0
9.0,49.0,5,0,0,11,2,3000.0,2.0,0
5.0,75.0,3,0,4,9,2,500.0,13.0,0
3.0,51.0,2,0,3,3,0,6000.0,2.0,0
11.0,36.0,5,0,3,8,2,1500.0,1.0,1
11.0,48.0,1,0,4,9,2,500.01,9.0,0
6.0,57.0,6,1,3,3,3,0.0099999999999999,6.5646704949412085,0
8.0,60.0,5,0,2,1,2,150.0,2.0,0
8.0,51.0,3,0,1,12,3,0.0099999999999999,9.0,0
11.0,67.0,3,0,0,4,0,6000.0,21.0,0
6.0,67.0,2,0,1,7,1,20608.38,3.0,0
10.0,51.0,2,2,3,3,2,4553.339999999999,7.0,0
8.0,61.0,2,0,3,3,3,0.0099999999999999,8.0,0
8.0,51.0,3,0,1,12,0,6000.0,2.0,0
8.0,51.0,1,2,0,11,3,0.0099999999999999,5.0,0
7.0,54.0,0,0,0,11,3,0.0099999999999999,5.0,0
9.0,52.0,3,0,0,4,2,3500.0,6.0,0
9.0,55.0,1,0,0,4,0,8200.0,8.0,0
4.0,52.0,1,0,1,7,0,6000.0,6.0,0
10.0,51.0,2,0,1,5,3,0.0099999999999999,4.0,0
13.0,51.0,4,2,3,3,0,6000.0,5.0,0
6.0,51.0,1,0,0,2,0,8803.84,7.0,0
8.0,74.0,0,0,1,5,2,1326.6899999999998,25.0,0
8.0,30.0,2,1,3,8,2,2000.0,1.0,0
8.0,72.0,1,1,3,8,0,6000.0,3.0,0
8.0,72.0,5,0,0,2,2,3052.65,8.0,0
16.0,35.0,5,0,0,4,2,100.01,8.0,1
8.0,37.0,1,0,3,3,3,0.0099999999999999,5.0,1
13.0,51.0,0,1,3,3,0,19500.0,4.0,1
10.0,51.0,5,1,0,4,2,100.0,4.0,0
5.0,51.0,0,0,3,3,0,12000.0,3.0,0
11.0,51.0,2,0,1,7,3,0.0099999999999999,4.0,1
8.0,37.0,2,0,0,4,0,6000.0,2.0,0
4.0,51.0,5,0,1,5,3,0.0099999999999999,4.0,0
7.0,60.0,1,0,2,1,3,0.0099999999999999,7.0,0
6.0,48.0,0,0,1,12,2,3500.0,1.0,0
6.0,64.0,3,0,0,2,2,1000.01,6.0,0
17.0,51.0,2,1,0,2,3,0.0099999999999999,4.0,1
8.0,42.0,1,0,3,8,2,250.01,5.0,1
13.0,51.0,2,0,0,4,0,6432.719999999999,1.0,1
10.0,53.0,3,0,3,3,0,11053.35,7.0,0
6.0,29.0,5,0,0,2,3,0.0099999999999999,6.5646704949412085,1
5.0,70.0,1,0,1,7,2,3000.0,9.0,0
7.0,63.0,5,0,0,11,0,6000.0,1.0,0
12.0,69.0,5,0,0,11,2,100.0,1.0,0
9.0,54.0,4,0,1,12,0,7000.0,2.0,0
7.0,64.0,2,0,0,4,2,1800.0,8.0,0
11.0,74.0,4,0,3,3,2,3000.0,5.0,0
13.0,51.0,3,0,4,9,0,16937.6,8.0,0
7.0,51.0,2,0,0,11,2,4884.25,8.0,0
7.0,62.0,3,0,0,4,0,6000.0,5.0,0
11.0,73.0,2,0,1,12,0,6000.0,32.0,0
8.0,49.0,5,0,4,9,3,0.0099999999999999,6.5646704949412085,0
10.0,51.0,5,0,3,8,3,0.0099999999999999,4.0,0
8.0,72.0,5,1,2,1,0,6000.0,5.0,0
11.0,75.0,3,0,1,7,2,3000.0,7.0,0
9.0,51.0,3,0,2,0,0,11000.0,4.0,0
10.0,46.0,2,0,3,3,2,5000.0,5.0,0
9.0,51.0,2,0,0,2,3,0.0099999999999999,4.0,1
11.0,51.0,5,0,1,7,3,0.0099999999999999,5.0,0
8.0,78.0,5,0,0,4,2,1800.0,8.0,0
4.0,47.0,2,0,3,3,2,1500.0,5.0,0
9.0,46.0,3,0,0,4,3,0.0099999999999999,5.0,0
11.0,51.0,2,0,0,4,1,20538.0,3.0,1
8.0,75.0,5,0,2,1,0,6105.32,9.0,0
6.0,51.0,3,0,1,7,2,795.0,8.0,0
9.0,51.0,4,0,3,3,2,3000.0,8.0,0
8.0,28.0,5,0,3,3,2,5000.0,4.0,1
8.0,77.0,0,0,3,3,0,9000.0,7.0,0
5.0,44.0,2,0,0,11,3,0.0099999999999999,8.0,0
13.0,51.0,0,0,1,7,0,5819.42,4.0,1
5.0,69.0,4,0,0,4,0,6000.0,5.0,0
3.0,52.0,2,0,1,7,2,4000.0,4.0,0
3.0,51.0,5,0,0,2,0,6000.0,2.0,0
11.0,54.0,3,0,1,7,0,10000.0,3.0,0
13.0,51.0,5,0,0,4,3,0.0099999999999999,5.0,1
8.0,51.0,3,0,3,3,0,5100.0,11.0,0
6.0,58.0,1,0,1,7,2,3000.0,3.0,0
8.0,55.0,2,0,1,5,1,20567.35,3.0,0
14.0,59.0,5,0,0,2,2,1869.04,8.0,1
10.0,51.0,0,0,3,3,0,7000.0,11.0,0
11.0,51.0,4,0,1,7,3,0.0099999999999999,6.0,0
8.0,77.0,3,1,2,1,2,120.0,17.0,0
11.0,51.0,2,0,0,2,3,0.0099999999999999,8.0,1
12.0,64.0,3,0,3,3,2,2000.0,5.0,0
4.0,52.0,4,0,0,11,0,6000.0,11.0,0
16.0,39.0,1,0,3,3,0,10000.0,8.0,0
10.0,51.0,2,0,0,4,3,0.0099999999999999,4.0,1
11.0,48.0,3,0,0,4,3,0.0099999999999999,5.0,0
5.0,48.0,0,0,3,3,0,9000.0,4.0,0
6.0,52.0,5,0,0,4,2,800.0,9.0,0
3.0,60.0,0,0,2,1,2,3000.0,6.0,0
12.0,55.0,0,0,3,3,2,500.0,12.0,0
17.0,51.0,0,1,0,4,2,4000.0,5.0,0
6.0,47.0,0,0,3,3,2,400.0,11.0,0
8.0,58.0,1,0,1,7,2,1000.0,1.0,0
9.0,61.0,3,0,0,2,2,2000.0,9.0,0
8.0,51.0,1,0,3,3,0,9000.0,12.0,1
8.0,40.0,5,0,0,4,2,2200.0,4.0,1
14.0,51.0,5,0,0,4,2,60.0,6.0,1
12.0,54.0,2,0,3,3,2,3000.0,22.0,0
7.0,52.0,1,0,3,3,2,1500.0,9.0,0
8.0,63.0,2,0,1,5,2,500.0,1.0,0
12.0,51.0,4,0,1,5,2,100.01,8.0,0
11.0,51.0,3,0,3,3,2,1400.0,1.0,0
4.0,63.0,3,0,2,0,2,3000.0,3.0,0
8.0,28.0,3,0,3,3,2,25.0,6.0,1
8.0,51.0,1,0,2,0,0,11400.0,8.0,0
8.0,71.0,2,2,3,3,0,6053.349999999999,7.0,0
6.0,59.0,3,0,0,4,3,0.0099999999999999,9.0,0
5.0,51.0,1,0,2,1,0,6053.36,8.0,0
8.0,75.0,3,0,3,3,0,6000.0,2.0,1
8.0,63.0,2,0,3,3,2,2605.32,8.0,1
7.0,75.0,3,0,3,8,0,17029.89,8.0,0
8.0,67.0,4,0,3,3,0,12053.35,7.0,0
8.0,65.0,1,0,3,8,0,10000.0,7.0,0
10.0,75.0,1,0,3,8,0,6053.349999999999,7.0,0
7.0,45.0,1,0,1,5,2,1000.0,4.0,0
9.0,51.0,2,1,0,11,2,3000.0,8.0,0
10.0,46.0,2,0,0,4,0,6000.01,9.0,1
7.0,38.0,5,0,3,3,2,1250.0,9.0,0
8.0,65.0,0,0,3,3,2,4984.25,1.0,0
12.0,57.0,0,0,1,7,2,1000.0,2.0,0
4.0,74.0,2,0,3,3,2,500.0,9.0,0
8.0,67.0,4,1,3,8,2,600.0,5.0,0
8.0,69.0,4,2,3,3,0,10105.32,7.0,0
6.0,47.0,4,0,0,2,2,5000.0,4.0,0
8.0,51.0,1,0,0,4,2,3000.0,9.0,0
11.0,72.0,3,0,0,11,2,3000.0,7.0,0
8.0,59.0,4,0,0,4,3,0.0099999999999999,8.0,0
7.0,51.0,2,0,1,5,3,0.0099999999999999,5.0,0
9.0,51.0,1,0,3,3,3,0.0099999999999999,4.0,0
5.0,51.0,2,2,0,11,0,14884.25,26.0,0
8.0,51.0,2,1,1,12,3,0.0099999999999999,8.0,0
7.0,51.0,0,0,3,3,0,6000.0,1.0,0
7.0,43.0,5,0,0,4,3,0.0099999999999999,6.5646704949412085,0
13.0,51.0,3,0,3,8,2,180.0,13.0,1
6.0,65.0,3,0,0,4,0,6000.0,2.0,0
8.0,37.0,2,0,0,11,3,0.0099999999999999,5.0,1
7.0,50.0,3,0,3,3,2,1000.0,6.5646704949412085,1
7.0,77.0,1,0,1,12,0,5500.0,11.0,0
8.0,77.0,3,0,3,3,0,15095.0,27.0,0
8.0,51.0,3,1,0,4,3,0.0099999999999999,5.0,0
6.0,51.0,5,0,3,3,3,0.0099999999999999,8.0,1
8.0,49.0,4,0,3,8,0,12053.35,5.0,0
8.0,59.0,1,0,1,5,3,0.0099999999999999,5.0,0
12.0,51.0,0,1,3,3,1,20403.87,3.0,0
6.0,74.0,2,0,3,3,2,1557.02,12.0,0
6.0,51.0,5,0,3,8,0,6000.0,5.0,0
9.0,65.0,5,0,3,3,1,26000.01,9.0,0
7.0,47.0,4,0,3,3,3,0.0099999999999999,7.0,0
8.0,59.0,4,0,2,6,0,6000.0,5.0,0
10.0,51.0,1,1,3,3,0,18000.0,9.0,0
9.0,51.0,3,1,3,3,0,6000.0,2.0,0
8.0,45.0,2,0,3,3,3,0.0099999999999999,8.0,0
7.0,30.0,5,0,1,7,3,0.0099999999999999,4.0,0
11.0,42.0,1,0,0,4,0,6000.0,2.0,1
14.0,51.0,5,0,3,3,2,3000.01,8.0,0
13.0,65.0,3,0,0,2,0,6000.0,3.0,0
12.0,47.0,3,0,1,12,0,6000.0,2.0,0
11.0,54.0,3,0,0,11,2,3000.0,8.0,0
11.0,51.0,2,2,0,2,0,7100.0,4.0,0
8.0,51.0,0,0,2,1,2,1300.0,1.0,0
9.0,44.0,2,0,0,4,2,500.0,8.0,1
3.0,63.0,5,0,3,3,3,0.0099999999999999,5.0,0
9.0,51.0,0,1,2,1,0,7000.0,4.0,0
8.0,51.0,2,0,2,1,2,3000.0,11.0,0
10.0,52.0,5,0,0,4,2,3000.0,8.0,0
8.0,35.0,3,0,0,4,3,0.0099999999999999,5.0,1
14.0,71.0,3,0,1,5,2,3000.0,15.0,0
